ParkUnit,Plot,SubPlot,EventDate,Distance,Height,CoverClassCode,CoverClassMidPoint,CoverClassRange
Lincoln Boyhood,LIBO10,1,May 20 2011,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO10,1,May 20 2011,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO10,1,May 20 2011,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO10,1,May 20 2011,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO10,1,May 20 2011,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO10,1,May 20 2011,15 m distance,2.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,5 m distance,0.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,5 m distance,0.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,15 m distance,1.50 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,5 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,15 m distance,1.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO13,1,Jun  9 2007,5 m distance,2.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO13,1,May 15 2015,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO13,1,May 15 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO13,1,May 15 2015,15 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO13,1,May 15 2015,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 15 2015,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,0.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,0.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 18 2019,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO13,1,May 20 2011,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,5 m distance,0.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,5 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,5 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,15 m distance,1.25 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,5 m distance,1.50 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO14,1,Jun  9 2007,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,0.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 15 2015,15 m distance,2.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,1.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO14,1,May 18 2019,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,5 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,5 m distance,0.75 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,15 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO16,1,Jun 10 2007,5 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO16,1,May 15 2015,15 m distance,2.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,1.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 18 2019,15 m distance,2.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,1.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO16,1,May 20 2011,15 m distance,2.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO17,1,Jun  9 2007,5 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO17,1,Jun  9 2007,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO17,1,Jun  9 2007,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO17,1,Jun  9 2007,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO17,1,May 16 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO17,1,May 16 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO17,1,May 16 2015,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO17,1,May 16 2015,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO17,1,May 16 2015,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO17,1,May 16 2015,15 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,0.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO17,1,May 17 2019,15 m distance,2.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO17,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO17,1,May 20 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO17,1,May 20 2011,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO17,1,May 20 2011,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO17,1,May 20 2011,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,5 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,5 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,5 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,5 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,15 m distance,1.25 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO19,1,Jun 10 2007,5 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,1.50 m,2,3,1 - 5%
Lincoln Boyhood,LIBO19,1,May 15 2015,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 17 2019,15 m distance,2.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO19,1,May 20 2011,15 m distance,2.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,5 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,5 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,5 m distance,1.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,5 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,5 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,Jun  9 2007,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,May 15 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO2,1,May 15 2015,15 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 15 2015,15 m distance,1.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,1.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 18 2019,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,May 20 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO2,1,May 20 2011,15 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 20 2011,15 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO2,1,May 20 2011,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO2,1,May 20 2011,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,5 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,5 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,5 m distance,1.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO20,1,Jun 10 2007,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,1.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 16 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 17 2019,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,1.50 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,1.75 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO20,1,May 20 2011,15 m distance,2.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO22,1,Jun 10 2007,15 m distance,0.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO22,1,Jun 10 2007,5 m distance,0.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO22,1,Jun 10 2007,15 m distance,0.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO22,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO22,1,May 15 2015,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO22,1,May 15 2015,15 m distance,0.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,0.75 m,0,0,No cover
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,1.0 m,0,0,No cover
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,1.25 m,0,0,No cover
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,1.50 m,0,0,No cover
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,1.75 m,0,0,No cover
Lincoln Boyhood,LIBO22,1,May 17 2019,15 m distance,2.0 m,0,0,No cover
Lincoln Boyhood,LIBO22,1,May 20 2011,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,5 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,5 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,5 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,5 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,5 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,5 m distance,1.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO23,1,Jun 10 2007,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 16 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,1.50 m,0,0,No cover
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,1.75 m,0,0,No cover
Lincoln Boyhood,LIBO23,1,May 17 2019,15 m distance,2.0 m,0,0,No cover
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,1.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO23,1,May 20 2011,15 m distance,2.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO24,1,Jun  9 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,Jun  9 2007,5 m distance,0.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO24,1,Jun  9 2007,5 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO24,1,Jun  9 2007,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO24,1,Jun  9 2007,15 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO24,1,Jun  9 2007,5 m distance,1.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,1.50 m,7,97.5,95 - 100%
