ParkUnit,Plot,SubPlot,EventDate,Distance,Height,CoverClassCode,CoverClassMidPoint,CoverClassRange
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 16 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO24,1,May 17 2019,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO24,1,May 20 2011,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,5 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,Jun 10 2007,15 m distance,2.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 15 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 17 2019,15 m distance,2.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,1.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO26,1,May 21 2011,15 m distance,2.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO27,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,Jun 10 2007,5 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,Jun 10 2007,15 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO27,1,Jun 10 2007,5 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO27,1,Jun 10 2007,15 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO27,1,Jun 10 2007,15 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 15 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,0.75 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,1.0 m,0,0,No cover
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,1.25 m,0,0,No cover
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,1.50 m,0,0,No cover
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,1.75 m,0,0,No cover
Lincoln Boyhood,LIBO27,1,May 17 2019,15 m distance,2.0 m,0,0,No cover
Lincoln Boyhood,LIBO27,1,May 21 2011,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO27,1,May 21 2011,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO27,1,May 21 2011,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO27,1,May 21 2011,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO27,1,May 21 2011,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,5 m distance,0.50 m,2,3,1 - 5%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,5 m distance,0.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,1.25 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,1.50 m,2,3,1 - 5%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,5 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,5 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,15 m distance,2.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO28,1,Jun 10 2007,5 m distance,2.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 16 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,1.50 m,0,0,No cover
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,1.75 m,0,0,No cover
Lincoln Boyhood,LIBO28,1,May 17 2019,15 m distance,2.0 m,0,0,No cover
Lincoln Boyhood,LIBO28,1,May 20 2011,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO28,1,May 20 2011,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO28,1,May 20 2011,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO28,1,May 20 2011,15 m distance,1.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO28,1,May 20 2011,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,5 m distance,0.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,5 m distance,1.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,5 m distance,2.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO29,1,Jun 10 2007,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO29,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO29,1,May 15 2015,15 m distance,0.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO29,1,May 15 2015,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO29,1,May 15 2015,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO29,1,May 15 2015,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO29,1,May 15 2015,15 m distance,1.50 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,1.50 m,0,0,No cover
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,1.75 m,0,0,No cover
Lincoln Boyhood,LIBO29,1,May 17 2019,15 m distance,2.0 m,0,0,No cover
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,1.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO29,1,May 21 2011,15 m distance,2.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO3,1,Jun  9 2007,5 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO3,1,Jun  9 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO3,1,Jun  9 2007,5 m distance,0.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO3,1,Jun  9 2007,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO3,1,Jun  9 2007,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO3,1,Jun  9 2007,5 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,0.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,1.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO3,1,May 15 2015,15 m distance,2.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,1.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO3,1,May 18 2019,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO3,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO3,1,May 20 2011,15 m distance,0.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO3,1,May 20 2011,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,5 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,5 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,5 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,5 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,5 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,1.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,5 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO30,1,Jun 10 2007,15 m distance,2.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,1.75 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO30,1,May 15 2015,15 m distance,2.0 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,0.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,1.0 m,0,0,No cover
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,1.25 m,0,0,No cover
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,1.50 m,0,0,No cover
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,1.75 m,0,0,No cover
Lincoln Boyhood,LIBO30,1,May 17 2019,15 m distance,2.0 m,0,0,No cover
Lincoln Boyhood,LIBO30,1,May 21 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,May 21 2011,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO30,1,May 21 2011,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO30,1,May 21 2011,15 m distance,1.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO30,1,May 21 2011,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO30,1,May 21 2011,15 m distance,1.50 m,2,3,1 - 5%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,1.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,1.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,15 m distance,2.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO31,1,Jun 10 2007,5 m distance,2.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,1.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,1.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,1.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 16 2015,15 m distance,2.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,0.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO31,1,May 17 2019,15 m distance,2.0 m,2,3,1 - 5%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,0.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,1.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,1.50 m,2,3,1 - 5%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO31,1,May 20 2011,15 m distance,2.0 m,3,15,5 - 25%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,5 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,15 m distance,0.50 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,5 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,15 m distance,0.75 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,5 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,5 m distance,1.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO32,1,Jun  9 2007,15 m distance,1.50 m,1,0.5,trace - 1%
Lincoln Boyhood,LIBO32,1,May 15 2015,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO32,1,May 15 2015,15 m distance,0.50 m,2,3,1 - 5%
Lincoln Boyhood,LIBO32,1,May 15 2015,15 m distance,1.25 m,2,3,1 - 5%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,0.25 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,1.0 m,7,97.5,95 - 100%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,1.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,1.50 m,6,85,75 - 95%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,1.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO32,1,May 17 2019,15 m distance,2.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO32,1,May 21 2011,15 m distance,0.25 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,5 m distance,0.50 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,15 m distance,0.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,15 m distance,0.75 m,3,15,5 - 25%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,15 m distance,1.0 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,15 m distance,1.25 m,3,15,5 - 25%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,5 m distance,1.50 m,3,15,5 - 25%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,5 m distance,1.75 m,4,37.5,25 - 50%
Lincoln Boyhood,LIBO33,1,Jun 10 2007,15 m distance,1.75 m,2,3,1 - 5%
Lincoln Boyhood,LIBO33,1,May 15 2015,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO33,1,May 15 2015,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO33,1,May 15 2015,15 m distance,0.75 m,6,85,75 - 95%
Lincoln Boyhood,LIBO33,1,May 15 2015,15 m distance,1.0 m,6,85,75 - 95%
Lincoln Boyhood,LIBO33,1,May 15 2015,15 m distance,1.25 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO33,1,May 17 2019,15 m distance,0.25 m,6,85,75 - 95%
Lincoln Boyhood,LIBO33,1,May 17 2019,15 m distance,0.50 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO33,1,May 17 2019,15 m distance,0.75 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO33,1,May 17 2019,15 m distance,1.0 m,5,62.5,50 - 75%
Lincoln Boyhood,LIBO33,1,May 17 2019,15 m distance,1.25 m,6,85,75 - 95%
